Date,Pct_Gain,OBV_Ratio,40D_MA_to_Price_Ratio,5D_MA_to_Price_Ratio,RSI,ROC,Close
2019-11-15,0.0,,,,,,14.380000114440918
2019-11-18,0.001390786086939766,inf,,,1.0,,14.399999618530273
2019-11-19,0.0020833810722398205,2.015483002356109,,,1.0,,14.430000305175781
2019-11-20,0.0034649505199673136,1.422177688710755,,,1.0,,14.479999542236328
2019-11-21,-0.0034529860940054613,0.7138327853452325,,0.00041599612267662067,0.6666687859617891,,14.430000305175781
2019-11-22,0.0,1.0,,-0.0002771033725079697,0.6666687859617891,,14.430000305175781
2019-11-25,0.004157967059838619,1.4280309261391677,,0.002629374842335608,0.7619062756869923,,14.489999771118164
2019-11-26,-0.004830896889573721,0.5219444764428062,,-0.002076119287616196,0.5714290580008787,,14.420000076293945
2019-11-27,-0.0013869942897262177,0.06598984771573604,,-0.0023555768804608412,0.5333326975468178,,14.399999618530273
2019-11-29,0.0027777752022684066,5.010033444816053,,0.00027706498468704766,0.588234964124831,,14.4399995803833
2019-12-02,0.001385073292581085,3.889185580774366,,0.0012463801052942092,0.6111114054560963,,14.460000038146973
2019-12-03,0.004840919407991251,1.678681771369722,,0.0055363269731505405,0.6744188109633034,,14.529999732971191
2019-12-04,0.004817663440123132,1.6720858895705522,,0.007869702622541164,0.7200006866468175,,14.600000381469727
2019-12-05,-0.0006849471657910389,0.8350761328196661,,0.0045442147879428685,0.7058826829327584,,14.59000015258789
2019-12-06,0.0006854166399758999,1.2349150556531927,,0.0030228252078525752,0.7115389200361661,0.015299044873294365,14.600000381469727
2019-12-09,0.0006848818456341998,1.1328273244781784,,0.001645385680903777,0.7058826829327584,0.014583336368755084,14.609999656677246
2019-12-10,-0.0006844131035246281,0.8667818257956449,,1.306403141221324e-08,0.6734702218762163,0.011781016819034207,14.600000381469727
2019-12-11,0.0013698290114252387,1.2139621957847697,,0.0010955761370887718,0.6521749045803505,0.009668532303084065,14.619999885559082
2019-12-12,-0.008891936761868613,0.8056412297283853,,-0.006445436371521951,0.5555551630962683,0.004157967059838619,14.489999771118164
2019-12-13,0.0055210438212367485,1.31268910157456,,-0.0005487846873686308,0.6129029280928328,0.00970196719942007,14.569999694824219
2019-12-16,-0.0006862920670528405,0.8552142621948351,,-0.0005491221090142551,0.5614042132420481,0.004830962705607567,14.5600004196167
2019-12-17,0.0013735922742426077,1.1552169847643143,,0.0010985982428084462,0.6538464359991051,0.011095689775698636,14.579999923706055
2019-12-18,0.0,1.0,,0.0016488030502797013,0.6800009918250726,0.012500021523900173,14.579999923706055
2019-12-19,-0.0006858867581731598,0.8672570585154502,,-0.00013726575079986425,0.6382984767536002,0.00900277826998841,14.569999694824219
2019-12-20,0.0013727150434172941,1.164644523744167,,0.0009604918823904462,0.6382984767536002,0.008990326009541194,14.59000015258789
2019-12-23,0.0,1.0,,0.0005486341463594169,0.5750007748629684,0.004129416429413002,14.59000015258789
