Date,Pct_Gain,OBV_Ratio,40D_MA_to_Price_Ratio,5D_MA_to_Price_Ratio,RSI,ROC,Close
2019-11-15,0.0,,,,,,20.530000686645508
2019-11-18,0.003896732636647915,inf,,,1.0,,20.610000610351562
2019-11-19,-0.0024260622478616822,-0.367816091954023,,,0.6153789723876875,,20.559999465942383
2019-11-20,0.0077820939478694395,-1.812109375,,,0.8275828049775065,,20.719999313354492
2019-11-21,-0.005791454433467291,-2.1631817201983186,,-0.0001941229889941276,0.585365513263056,,20.600000381469727
2019-11-22,0.008737878730220583,-0.04693572496263079,,0.006100542003207643,0.7118643519865516,,20.780000686645508
2019-11-25,-0.005293580688967681,-14.331210191082803,,0.00019355906105134046,0.5999994550438417,,20.670000076293945
2019-11-26,0.0067730715593465884,-0.624,,0.004537530472601414,0.6666659097824259,,20.809999465942383
2019-11-27,0.00720805489571319,1.6284425451092117,,0.009439373246192817,0.7171709582020828,,20.959999084472656
2019-11-29,0.0019084407096647826,1.8820527773727949,,0.007484174743662253,0.7281548543842138,,21.0
2019-12-02,-0.01666668483189171,0.588504144395383,,-0.00806994107742065,0.5434778402195938,,20.649999618530273
2019-12-03,0.006779723950766536,2.2327234434645256,,-0.002494909405240331,0.5855262580011268,,20.790000915527344
2019-12-04,0.000961931194534138,1.3282631765122037,,-0.001535378141890642,0.5909086405318774,,20.809999465942383
2019-12-05,-0.005285858040647851,0.6552152685308478,,-0.004328974939292296,0.5515151865445194,,20.700000762939453
2019-12-06,0.00048301068428480143,1.2858013819265681,,-0.0010612041791506766,0.5542164521662797,0.008767578753381855,20.709999084472656
2019-12-09,-0.0014485166887026057,0.7874189979453138,,-0.0027967885686668303,0.5217390789264805,0.003396394602194208,20.68000030517578
2019-12-10,-0.0014507101645447884,0.7867656898166734,,-0.0028971622078178827,0.5283019999616131,0.004377439441911157,20.649999618530273
2019-12-11,-0.005811086397167986,0.6494599880942257,,-0.006003650835556096,0.43870993940766184,-0.009169818195241208,20.530000686645508
2019-12-12,-0.019970766375999593,-0.4565929029723714,,-0.020352481517394327,0.36956508218201123,-0.02330094822076323,20.1200008392334
2019-12-13,0.025347828044754328,-2.3533123028391167,,0.005262598092480308,0.46543734651077345,-0.007218552498667985,20.6299991607666
