Date,Pct_Gain,OBV_Ratio,40D_MA_to_Price_Ratio,5D_MA_to_Price_Ratio,RSI,ROC,Close
2019-11-15,0.0,,,,,,97.0
2019-11-18,-0.00041238057244685766,-inf,,,0.0,,96.95999908447266
2019-11-19,0.005053608378674079,-0.17053555108755256,,,0.9245264006449012,,97.44999694824219
2019-11-20,-0.003796768894554381,-6.495176848874598,,,0.5444457631141704,,97.08000183105469
2019-11-21,0.008549668473421645,-0.25792079207920793,,0.0064761858034254605,0.763007488291276,,97.91000366210938
2019-11-22,-0.00694515656972583,-4.042866282789507,,-0.0009863512182322065,0.5477186173361657,,97.2300033569336
2019-11-25,0.013267440518305973,-0.3476815951891122,,0.0090333287283062,0.705405544730032,,98.5199966430664
2019-11-26,0.0,1.0,,0.006826597442092908,0.705405544730032,,98.5199966430664
2019-11-27,0.0026390798324165132,5.447428311333637,,0.005988257327468771,0.7247478055810298,,98.77999877929688
2019-11-29,-0.008301272574991025,0.664605614973262,,-0.0024643064255504,0.6004185001987158,,97.95999908447266
2019-12-02,-0.0010208092594494733,0.1835554438018607,,-0.004759557293372518,0.5881150039866797,,97.86000061035156
2019-12-03,-0.006233400843521308,-4.347945205479452,,-0.008401809160862084,0.5227687108106907,,97.25
2019-12-04,-0.0034961063022171945,2.0171707624448647,,-0.008613601373440805,0.4922815998994959,,96.91000366210938
2019-12-05,0.01114430049374171,0.48949629051151894,,0.00405760209273387,0.5716353558829862,,97.98999786376953
2019-12-06,0.004388206087866164,-0.3190810465858328,,0.007513851600552179,0.5967303698498856,0.014639156380879426,98.41999816894531
2019-12-09,0.007823656642821364,4.552,,0.012638864022789242,0.6381665215471723,0.022999209756497496,99.19000244140625
2019-12-10,-0.013711065398500644,0.3421572934973638,,-0.0024268768658147755,0.5212530999793477,0.0038994858359444606,97.83000183105469
2019-12-11,0.004293142809816297,3.4581059390048154,,-0.0008745531746437996,0.565072271406458,0.012051896857000699,98.25
2019-12-12,0.012722646310432628,1.6045302636464909,,0.008739020534192177,0.5844845003916049,0.016239365523647242,99.5
2019-12-13,-0.0032160773349168004,0.651238139319602,,0.003947761777853609,0.6077347833417636,0.020055506334641482,99.18000030517578
2019-12-16,0.0034280735717329147,1.5218550106609807,,0.00671680918555162,0.561728464832219,0.010150223650767565,99.5199966430664
2019-12-17,0.014067539922655747,1.4961471103327495,,0.014536453341612576,0.6263159712267193,0.02436055224985445,100.91999816894531
2019-12-18,-0.006440760381215771,0.47379921183034845,,0.003924771195693122,0.5753285695220477,0.015084003666558266,100.2699966430664
2019-12-19,-0.018948777900610003,-0.5104998764720415,,-0.012864730952903858,0.5186875199080855,0.004185419211323316,98.37000274658203
2019-12-20,0.00681100081567898,-2.8325536376834974,,-0.005862022340347606,0.5511265932331021,0.012058045144248242,99.04000091552734
2019-12-23,0.012318267461888244,1.4096474742297398,,0.004891172007808642,0.6238685406741379,0.030951178778719557,100.26000213623047
2019-12-24,0.006582844790069542,1.1005171299288947,,0.011506214624047217,0.6607858468759826,0.04137854045303069,100.91999816894531
2019-12-26,0.00564803512847889,1.1127753303964758,,0.014737616902910755,0.6463211747744989,0.03571793117972999,101.48999786376953
2019-12-27,-0.0035471535907882767,0.8510160992346265,,0.00558823870349201,0.6139613525020132,0.02753504506087001,101.12999725341797
2019-12-30,-0.01888654291098868,0.8247790355093813,,-0.01375688955853005,0.5011511441764166,0.00030243752957459513,99.22000122070312
